店铺名字,类别,月销售,经度,纬度,
甜工馆.纯手工甜品(康王店),奶茶果汁,5237,113.245304,23.128561,
一直饮(荔湾路店),奶茶果汁,276,113.243436,23.128121,
益禾堂（中山八店）,奶茶果汁,4484,113.237524,23.125377,
Mr杨饮品小吃(荔湾店),奶茶果汁,1141,113.250202,23.130739,
BIG BIG柠檬茶(中山七路店),奶茶果汁,472,113.247657,23.127855,
Hi.Tea茶室(文昌南店),奶茶果汁,611,113.244316,23.11644,
快乐柠檬（广州恒宝广场店）,奶茶果汁,167,113.2417656,23.11756215,
熹雀冰室(荔湾店),奶茶果汁,258,113.245354,23.12352,
饮野Drink Tea(富力广场店),奶茶果汁,178,113.240357,23.123816,
猪小芊工作室.茶饮.小吃,奶茶果汁,20,113.24942,23.125217,
HI TEA茶室（逢源路店）,奶茶果汁,201,113.238754,23.12066,
鹿角戏·TheShow(圣地新天地店),奶茶果汁,44,113.22953,23.132563,
大葱柠檬茶scallionlemontea(富力店),奶茶果汁,67,113.240523,23.124329,
普盈士王子拉茶(金花直街店),奶茶果汁,50,113.250031,23.127354,
贡茶(越秀直营店),奶茶果汁,149,113.253631,23.129561,
SitTea(中山八路店),奶茶果汁,98,113.238418,23.124899,
More檸茶記,奶茶果汁,52,113.230666,23.135299,
火星调茶局,奶茶果汁,16,113.239597,23.130545,
柠舍唔同茶室,奶茶果汁,31,113.238322,23.124506,
大葱柠檬茶scallionlemontea(西华路店),奶茶果汁,136,113.253502,23.129392,
Free To Night,奶茶果汁,8,113.244995,23.131689,
桂芳茶室,奶茶果汁,36,113.23616,23.11127,
香港德正堂凉茶铺,奶茶果汁,8,113.242482,23.142254,
尚茶(桥中店),奶茶果汁,8,113.219389,23.135781,
陕果集市(嘉禾苑店),奶茶果汁,0,113.251856,23.132093,
柠檬马里奥,奶茶果汁,8,113.250421,23.131381,
Feel柠,奶茶果汁,27,113.239597,23.130545,
漫叹茶(荔湾店),奶茶果汁,19,113.234544,23.127667,
贡茶(西门口店),奶茶果汁,1420,113.252113,23.127475,
巴打,奶茶果汁,0,113.215154,23.126958,
茶味坊(荔湾路店),奶茶果汁,23,113.24468,23.128891,
果正宗,奶茶果汁,0,113.248046,23.131334,
厝邊頭尾深夜豆浆（西华路店）,奶茶果汁,461,113.25203,23.129805,
砰果茶,奶茶果汁,0,113.248739,23.124965,
曾氏凉茶(南岸路店),奶茶果汁,14,113.232476,23.1329803,
VicVictory·果茶小吃(荔湾店),奶茶果汁,0,113.245027,23.131687,
Goodmore柠茶档,奶茶果汁,1,113.23909,23.13016,
弗蕾亚·酷爽饮品,奶茶果汁,19,113.218162,23.135772,
咕耐茶栈,奶茶果汁,23,113.236323,23.110943,
柠檬工坊(康王中路店),奶茶果汁,4,113.248063,23.117987,
贡茶(上九店),奶茶果汁,201,113.251613,23.115941,
鹿角巷(鹅掌坦店),奶茶果汁,657,113.23482,23.15488,
王子拉茶(小梅大街店),奶茶果汁,497,113.246891,23.130911,
御堡贡茶(瑶台店),奶茶果汁,3140,113.252909,23.161639,
1点点（骐利店）,奶茶果汁,1814,113.235266,23.156058,
堂茶·手抓饼,奶茶果汁,454,113.23261,23.154941,
吾饮良品(上步店),奶茶果汁,149,113.238894,23.16927,
茶香铺子·HDTEA·茶饮·轻食·简餐,奶茶果汁,377,113.247312,23.128815,
新作の茶SunTea(同德店),奶茶果汁,426,113.234793,23.156069,
六月雪甜品,奶茶果汁,24,113.239586,23.168785,
德记甜品,奶茶果汁,57,113.243999,23.141095,
抹简单奶茶(鹅掌坦店),奶茶果汁,44,113.234149,23.154135,
堂茶(横滘店),奶茶果汁,45,113.240028,23.172685,
妹猪柠檬茶,奶茶果汁,38,113.240874,23.11877,
富茶士多店,奶茶果汁,41,113.253386,23.127639,
royaltea皇茶,奶茶果汁,133,113.250858,23.146944,
果缘,奶茶果汁,5,113.234905,23.155751,
ViMi,奶茶果汁,54,113.22238,23.149433,
雅岛英皇茶,奶茶果汁,23,113.238297,23.169494,
麦叮奶茶,奶茶果汁,32,113.259369,23.134693,
乌铁茶集,奶茶果汁,42,113.240975,23.177824,
泰班西米捞(同德店),奶茶果汁,10,113.232633,23.157902,
1314一杯会说话的茶,奶茶果汁,521,113.250978,23.127761,
贡茶(荔湾店),奶茶果汁,3647,113.241742,23.13638,
喜禧の茶(新都汇广场店),奶茶果汁,186,113.236197,23.158336,
食茶铺,奶茶果汁,43,113.221817,23.149539,
芝识(西村店),奶茶果汁,39,113.239772,23.141282,
饮佐味奶茶(西村店),奶茶果汁,38,113.239383,23.143997,
鲜柠果茶,奶茶果汁,0,113.25353,23.173026,
御龙贡茶(棠景店),奶茶果汁,114,113.25819,23.167591,
BabyTea·宝宝茶(西湾路店),奶茶果汁,14,113.24241,23.144948,
沁心茶寮,奶茶果汁,117,113.239089,23.140905,
桃绘(地一大道店),奶茶果汁,10,113.255465,23.146972,
贡茶Gongcha(美博城店),奶茶果汁,30,113.251266,23.155762,
黄振龙（富力店）,奶茶果汁,7,113.227254,23.145881,
御可贡茶(龙俊广场店),奶茶果汁,50,113.22735,23.17754,
皇茶,奶茶果汁,36,113.228828,23.14466,
一方茶饮,奶茶果汁,2,113.235089,23.160151,
二分之一Tea,奶茶果汁,22,113.226801,23.177741,
鲜奶吧,奶茶果汁,7,113.221034,23.150603,
星柠乐(骐利广场店),奶茶果汁,2,113.234932,23.155785,
圣洛雪,奶茶果汁,0,113.237906,23.162218,
關人茶事(龙津店),奶茶果汁,29,113.244006,23.124539,
咦嘻奶茶店(三元里店),奶茶果汁,0,113.249892,23.175634,
IM茶(三元里店),奶茶果汁,0,113.261528,23.158347,
茶道(三元里店),奶茶果汁,0,113.253775,23.158838,
咕噜咕噜(龙骏广场店),奶茶果汁,373,113.226752,23.178366,
贡茶,奶茶果汁,2721,113.25784,23.19041,
TANING挞柠(龙骏广场店),奶茶果汁,172,113.226855,23.177902,
Mr.楊饮品小吃(新市店),奶茶果汁,290,113.263108,23.190619,
休闲驿站饮品小吃,奶茶果汁,53,113.263607,23.190634,
宝康凉茶店,奶茶果汁,94,113.251218,23.158682,
御贡茶(新市店),奶茶果汁,826,113.257598,23.190463,
七钟茶(新市店),奶茶果汁,109,113.259374,23.191022,
鹿野茶事(三元里店),奶茶果汁,45,113.250175,23.179945,
MIETEA乜茶,奶茶果汁,12,113.261925,23.19041,
茶粉(泽德店),奶茶果汁,28,113.240356,23.1761,
避风港奶茶水果,奶茶果汁,1,113.230521,23.182663,
傲芙-甜品饮品,奶茶果汁,48,113.237049,23.184713,
浪漫雪奶茶店,奶茶果汁,36,113.228632,23.190536,
御茶贡茶(新市店),奶茶果汁,1153,113.257977,23.190626,
520爱是懂你心意(饮品小吃),奶茶果汁,38,113.226937,23.1775841,
FUNCAA欢茶,奶茶果汁,4,113.2273,23.177545,
YOYUTEA·茶优语,奶茶果汁,0,113.226492,23.177532,
井茶(新市店),奶茶果汁,606,113.252035,23.192154,
啡尝丸美·奶茶饮品(增槎路店),奶茶果汁,323,113.227628,23.177875,
堂茶(手抓饼上步店),奶茶果汁,43,113.239198,23.168998,
茶驿饮品店(新市天地店),奶茶果汁,39,113.26586,23.191907,
喜悦之茶(新市店),奶茶果汁,121,113.2652,23.191445,
本涩岩茶,奶茶果汁,32,113.241659,23.20484,
NEED&TEA需要茶(新市店),奶茶果汁,36,113.255669,23.196087,
乌铁茶集(水果沙拉),奶茶果汁,44,113.265931,23.19164,
皇茶,奶茶果汁,42,113.260414,23.191398,
堂茶(新市店),奶茶果汁,44,113.26504,23.190781,
奶盖茶贡茶(新市优惠店),奶茶果汁,6094,113.262208,23.190955,
Huik泰式炒酸奶,奶茶果汁,1,113.266112,23.191717,
鹿角巷THEALLEY(新市机场路店),奶茶果汁,27,113.263467,23.193783,
果茶杯,奶茶果汁,1,113.24268,23.204845,
贡茶(石井店),奶茶果汁,1046,113.242274,23.212862,
royaltea皇茶(新市形象店),奶茶果汁,851,113.265503,23.191808,
DKJ大口九(大冈店),奶茶果汁,27,113.24233,23.211459,
燊姑娘奶茶店,奶茶果汁,42,113.235849,23.189199,
茶雨亭·奶茶果汁(新市店),奶茶果汁,31,113.265377,23.190863,
菓乐拼奶茶小吃,奶茶果汁,12,113.265503,23.191808,
MOOTEA末茶(黄石店),奶茶果汁,94,113.256294,23.205383,
royaltea 皇茶,奶茶果汁,57,113.265489,23.210511,
8090鲜萃茶,奶茶果汁,64,113.25638,23.2298237,
LuLu·柠檬茶吧(黄石店),奶茶果汁,173,113.267353,23.206433,
nice奶思,奶茶果汁,19,113.253379,23.217378,
8-F八方手摇茶,奶茶果汁,16,113.27159,23.191665,
一杯会说话的奶茶,奶茶果汁,14,113.251006,23.210329,
大口九芝士茶炸鸡汉堡(龙湖店),奶茶果汁,78,113.228153,23.253371,
阿叔奶茶(江高店),奶茶果汁,92,113.233141,23.274212,
萌客,奶茶果汁,39,113.22609,23.294378,
咔摩堤(江高店),奶茶果汁,13,113.233105,23.273505,
MoMo茶(亿达广场店),奶茶果汁,120,113.235449,23.274604,
爱莉奶茶烘焙店,奶茶果汁,0,113.291212,23.333438,
台湾贡茶,奶茶果汁,771,113.248062,23.368834,
乐檬(花都空港店),奶茶果汁,41,113.26039,23.367258,
8090奶茶炸鸡汉堡(国光店),奶茶果汁,98,113.248063,23.369392,
喜悦の茶（豪利店）,奶茶果汁,66,113.25077,23.36206,
皇茶royaltea(雅瑶店),奶茶果汁,49,113.247928,23.36903,
大口九茶饮（雅瑶国光厂店),奶茶果汁,39,113.24809,23.36825,
杨姑娘家蛋仔茶,奶茶果汁,2,113.247531,23.37891,
不期咖啡,奶茶果汁,92,113.250973,23.375977,
享茶奶茶汉堡炸鸡饭面(清布店),奶茶果汁,3,113.251375,23.376758,
一只酸奶牛(花都曙光路店),奶茶果汁,62,113.228393,23.404307,
朕好喝奶茶店,奶茶果汁,43,113.252386,23.373473,
鼎好皇茶,奶茶果汁,8,113.245294,23.390271,
皇茶,奶茶果汁,74,113.25135,23.372416,
1点点（星缘商业街店）,奶茶果汁,1106,113.230605,23.396872,
一茶源（广州花都店）,奶茶果汁,7,113.252559,23.407276,
卡司奶茶,奶茶果汁,32,113.252964,23.405806,
臻雪,奶茶果汁,0,113.253419,23.40529,
漫逸点,奶茶果汁,577,113.273273,22.764823,
TANING挞柠·柠檬茶(容桂店),奶茶果汁,2579,113.268793,22.755061,
One-horned饮品小吃,奶茶果汁,394,113.269223,22.754609,
禾茶（容桂店）,奶茶果汁,101,113.269017,22.761435,
老虎堂,奶茶果汁,163,113.273228,22.761764,
MIMOPINK,奶茶果汁,1213,113.273412,22.77637,
老虎堂黑糖专売(容桂店),奶茶果汁,197,113.270814,22.753609,
奶茶屋(上街市店),奶茶果汁,951,113.288282,22.762048,
HONEY-T蜂蜜茶(容桂店),奶茶果汁,163,113.277623,22.74969,
沁心之茶,奶茶果汁,190,113.26823,22.753811,
JackWong遇见茶(容桂店),奶茶果汁,85,113.25667,22.760739,
蜜雪冰城（佛山天佑城店）,奶茶果汁,213,113.270759,22.760704,
Concept概念茶,奶茶果汁,69,113.267594,22.752341,
举茶,奶茶果汁,330,113.277339,22.777522,
小茶印象,奶茶果汁,123,113.264523,22.750806,
8090鲜萃茶(龙光尚街店),奶茶果汁,46,113.269212,22.754552,
不二猫奶茶铺,奶茶果汁,36,113.279852,22.745677,
茶芝果趣(饮品店),奶茶果汁,93,113.268767,22.761539,
果研,奶茶果汁,70,113.27034,22.754191,
Fruitcube菓立方(容奇店),奶茶果汁,43,113.268881,22.77636,
御贡茶(龙光尚街店),奶茶果汁,51,113.270193,22.753873,
四季台湾水果茶,奶茶果汁,62,113.26881,22.761518,
冧茶（天佑城店）,奶茶果汁,66,113.271067,22.758686,
赞茶,奶茶果汁,18,113.260413,22.752255,
龍茶(龙光尚街店),奶茶果汁,45,113.26942,22.754787,
KKHOUSE,奶茶果汁,88,113.276566,22.775485,
东御皇茶,奶茶果汁,5,113.26933,22.754867,
蜜语茶言,奶茶果汁,48,113.279451,22.745415,
21stFOUREVER(容桂店),奶茶果汁,16,113.279964,22.78033,
果缘站茶饮,奶茶果汁,42,113.27602,22.77465,
贡茶(保利百合店),奶茶果汁,37,113.274997,22.751219,
忘忧站,奶茶果汁,33,113.254483,22.764436,
饮得爽茶饮,奶茶果汁,3,113.27967,22.775489,
小梦想·茶饮小吃甜品,奶茶果汁,123,113.269213,22.754358,
新作之茶,奶茶果汁,357,113.272016,22.761336,
闺蜜茶语(桂新东路店),奶茶果汁,182,113.268582,22.754159,
幸福果道(花溪店),奶茶果汁,25,113.261581,22.764789,
亲爱的蜂蜜茶(建华路店),奶茶果汁,81,113.271171,22.768649,
Rwby鲁比饮品店,奶茶果汁,12,113.272372,22.772048,
果缘情浓鲜果汁蛋糕店,奶茶果汁,69,113.273363,22.763144,
答案茶(龙光尚街店),奶茶果汁,214,113.269204,22.754457,
食堂·风味小吃·奶茶,奶茶果汁,4,113.262847,22.757589,
暖茶奶茶屋,奶茶果汁,18,113.284192,22.764411,
茶满分,奶茶果汁,3,113.27574,22.774502,
舒芙蕾甜品饮品店,奶茶果汁,61,113.270988,22.760099,
e茶园,奶茶果汁,15,113.250274,22.769947,
大口九(容里店),奶茶果汁,60,113.297371,22.764487,
希蜜粒,奶茶果汁,4,113.265521,22.777581,
W.E.T(大良店),奶茶果汁,1425,113.269149,22.817205,
瑶帮贡茶(近良店),奶茶果汁,958,113.269529,22.818453,
贡茶(同晖路店),奶茶果汁,98,113.263395,22.814752,
鹿角戏,奶茶果汁,58,113.270163,22.8203517,
芳卉,奶茶果汁,14,113.270588,22.820215,
52猫休闲站,奶茶果汁,1,113.262939,22.824849,
漫雪的茶(大良店),奶茶果汁,95,113.265758,22.820736,
荟茶(大良店),奶茶果汁,442,113.266676,22.833228,
CoCo都可(大良新世界店),奶茶果汁,768,113.25548,22.837157,
CHESKEE芝士客奶茶(佳粥店),奶茶果汁,213,113.24677,22.8445,
佐敦道(大良百福楼店),奶茶果汁,369,113.255767,22.839027,
手抓饼&8090奶茶酷饮(新世界后门华都豪庭对面8090店),奶茶果汁,106,113.25739,22.83694,
无名冰室,奶茶果汁,45,113.263557,22.849636,
利荣年奶茶,奶茶果汁,589,113.402359,22.797471,
米莫的茶（大良店）,奶茶果汁,49,113.27263,22.833352,
ninenine,奶茶果汁,44,113.262842,22.850799,
歇脚亭(丽景店),奶茶果汁,59,113.263459,22.848495,
HappyMeet,奶茶果汁,12,113.270906,22.834313,
贡茶(大良店),奶茶果汁,43,113.270592,22.841601,
F.T从你的全世界路过,奶茶果汁,2,113.263631,22.85152,
亲爱的蜂蜜茶（清晖路店）,奶茶果汁,0,113.253867,22.837376,
鲜百搭,奶茶果汁,0,113.273395,22.827155,
八分音符,奶茶果汁,1,113.26937,22.827299,
拾叁手作茶饮店,奶茶果汁,0,113.303241,23.010478,
WANYU万遇奶茶,奶茶果汁,16,113.245137,23.051172,
宝树堂凉茶铺(宝岗路店),奶茶果汁,4,113.26713,23.091301,
茶里屋里,奶茶果汁,1,113.268097,23.074146,
亚信·芒椰奶花(西华路店),奶茶果汁,713,113.251635,23.129895,
贡茶(长寿东路店),奶茶果汁,2973,113.25098,23.117939,
1点点（广州宝华店）,奶茶果汁,610,113.241579,23.114308,
Taning挞柠·柠檬茶(西城都荟店),奶茶果汁,446,113.240115,23.110992,
CoCo都可(东方汇店),奶茶果汁,1028,113.248051,23.114224,
一芳台湾水果茶(陈家祠店),奶茶果汁,525,113.247852,23.125629,
一些柠檬一些茶（康王路店）,奶茶果汁,459,113.247852,23.125293,
LELECHA乐乐茶（西城都荟店）,奶茶果汁,684,113.240607,23.110085,
茶优语,奶茶果汁,968,113.25678,23.125367,
贡茶(人民南店),奶茶果汁,613,113.254519,23.10843,
老虎堂黑糖專売(中山八路店),奶茶果汁,230,113.238087,23.1258,
益禾堂(上下九十甫路店),奶茶果汁,3445,113.245497,23.113154,
新作の茶(西城都荟店),奶茶果汁,129,113.240345,23.111581,
赛百味(富邦中心店),奶茶果汁,179,113.252929,23.12494,
壹柒零茶饮(北京路店),奶茶果汁,192,113.27087,23.122285,
快乐柠檬（广州西城都荟店）,奶茶果汁,135,113.24092,23.10954,
熹雀冰室(长堤店),奶茶果汁,63,113.258763,23.111226,
Bakerz180烘焙达人(西城都荟店),奶茶果汁,68,113.239972,23.110557,
无限茶室(江南西店),奶茶果汁,24,113.26926,23.095543,
柠道,奶茶果汁,98,113.248755,23.127857,
贡茶,奶茶果汁,43,113.248404,23.112506,
一只酸奶牛(北京路店),奶茶果汁,126,113.269186,23.121494,
喜糖甜品,奶茶果汁,18,113.244441,23.12907,
粤戰峡盟(龙津东店),奶茶果汁,44,113.252495,23.1214,
WETEA茶室·茶饮·简餐·轻食(东方广场店),奶茶果汁,88,113.272094,23.123405,
DQ（广州西城都荟店）,奶茶果汁,122,113.23994,23.1099,
CC果蔬吧(西城都荟店),奶茶果汁,36,113.24069,23.111573,
橘菓子（东急店）,奶茶果汁,86,113.248577,23.114507,
Mon.time,奶茶果汁,39,113.252911,23.102833,
關人茶事(江湾店),奶茶果汁,19,113.278437,23.115949,
占卜茶一杯便知答案(东急店),奶茶果汁,38,113.248577,23.114507,
渔歌小茶,奶茶果汁,18,113.238262,23.108164,
涵涵水果店(仁济西路店),奶茶果汁,8,113.25473,23.111123,
BIG KONG TEA BANK(仰忠汇店),奶茶果汁,27,113.270037,23.119613,
禧御贡茶(上下九店),奶茶果汁,31,113.24521,23.11317,
喝嘛黑糖珍珠（广州上下九店）,奶茶果汁,34,113.24729,23.11484,
黎恩凉茶(解放北店),奶茶果汁,25,113.261339,23.12849,
黎雪珍凉茶,奶茶果汁,9,113.255023,23.128114,
Free's.life,奶茶果汁,7,113.253373,23.130111,
一本堂茶饮,奶茶果汁,19,113.236411,23.116565,
22：22咖啡馆(怡安店),奶茶果汁,10,113.274362,23.109134,
弓夫CAFE,奶茶果汁,1,113.270192,23.119352,
royaltea皇茶(南岸路店),奶茶果汁,25,113.229307,23.131506,
CoCo dairy,奶茶果汁,92,113.241757,23.114643,
皇茶(儿童公园店),奶茶果汁,49,113.254526,23.111677,
壹间餐饮,奶茶果汁,81,113.251275,23.127688,
CHABLE茶寶,奶茶果汁,53,113.247667,23.131247,
一只酸奶牛(上下九店),奶茶果汁,85,113.244092,23.113025,
看星星的熊,奶茶果汁,17,113.26135,23.116327,
诺尔哈根,奶茶果汁,37,113.245589,23.113363,
茶队长Captain Tea,奶茶果汁,34,113.242558,23.129882,
Thut茶栈(新西兰网红茶饮店),奶茶果汁,55,113.266838,23.121195,
鸿记冰室(动漫星城店),奶茶果汁,27,113.2637,23.125793,
0386港式茶餐·休闲茶,奶茶果汁,1,113.259554,23.126371,
琉璃鲸(光明广场店),奶茶果汁,134,113.267395,23.122935,
左心房茶饮,奶茶果汁,1,113.246067,23.11343,
贡茶(农讲所店),奶茶果汁,8,113.2733717,23.12607566,
Taning挞柠·柠檬茶(中山八路店),奶茶果汁,1,113.237257,23.125367,
黄振龙（多宝店）,奶茶果汁,7,113.241124,23.116424,
TAKE·纯手工柠檬茶(西华路店),奶茶果汁,55,113.251525,23.129691,
麽地道(北京路店),奶茶果汁,154,113.266028,23.120889,
1828王老吉（上下九店）,奶茶果汁,2,113.248064,23.1143,
花千屋,奶茶果汁,22,113.252538,23.121815,
黎恩凉茶,奶茶果汁,5,113.274532,23.129812,
好声音 TEA,奶茶果汁,5,113.24747,23.12199,
简择,奶茶果汁,0,113.250681,23.127798,
白羊宫茶园,奶茶果汁,0,113.238058,23.115649,
石炮台(惠福东路店),奶茶果汁,0,113.268008,23.121294,
一些柠檬一些茶(百灵路店),奶茶果汁,1,113.259274,23.130649,
茶千岁茶室,奶茶果汁,0,113.241955,23.11567,
Freeing(西门口店),奶茶果汁,0,113.255113,23.121944,
书亦烧仙草（广州上下九店）,奶茶果汁,928,113.245828,23.114017,
L’amour兰姆茶（荔湾店）,奶茶果汁,86,113.247362,23.130523,
新作の茶SunTea(恒宝广场店),奶茶果汁,173,113.241699,23.117569,
贡茶(手抓饼-烧烤-车仔面）(三元里店),奶茶果汁,2401,113.260561,23.158555,
黑泷堂(西湖路店),奶茶果汁,752,113.265749,23.122957,
一芳台湾水果茶(北京路店),奶茶果汁,693,113.266726,23.121276,
新作の茶SunTea(陈家祠店),奶茶果汁,217,113.245401,23.126997,
1点点（柏德来店）,奶茶果汁,221,113.247135,23.126042,
咕噜咕噜(柏德莱店),奶茶果汁,205,113.246992,23.126529,
椰子里（惠福东路店）,奶茶果汁,227,113.268596,23.121267,
快乐柠檬（广州新光城市店）,奶茶果汁,256,113.247346,23.123257,
Taning挞柠·柠檬茶(桂花岗店),奶茶果汁,168,113.264056,23.149885,
Taning挞柠·柠檬茶(柏德莱店),奶茶果汁,492,113.247178,23.126403,
CoCo都可(恒宝广场二),奶茶果汁,438,113.241516,23.117676,
熊猫奶茶(三元里店),奶茶果汁,89,113.257394,23.158247,
茶颜观色饮品店(粤海仰忠汇店),奶茶果汁,48,113.26962,23.11957,
大葱柠檬茶(北京路店),奶茶果汁,83,113.27476,23.122853,
乜都掂,奶茶果汁,45,113.26497,23.125821,
